,Unnamed: 0,name,date,stars,text,boaDate,boaText,source,product
185,185,Suzanne P,10/09/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Completed a mobile deposit with a check from an account I have ********** to my Bank of America account to pay bills. I have done this a few times with no issue. Today I logged in to online banking to see a notification with B of A that they put a 10 day hold! I contacted customer service who instructed me to drive (45 min) to the nearest branch so they could verify the check and release the hold. I did this and the branch infor.ed me that they haven't done this for o we a year. They instructed me to cash the check at ********** and come back to deposit the cash. I drive (45 min) back to ********** and cashed the check. Then drove the cash back (45 min) to deposit cash. Now Bank of America informs me that they can't cancel the transaction on their end, the check will still process and the hold on my funds will still apply for 10 days! I would have paid a stop payment at ********** but the funds have already been released for B of A to grab. The branch had me call customer service back who ""is the only one who can release a hold"". After another 30 min phone call (Spoke to manager ""Jessica"" in VA, she just kept saying unfortunately there is nothing that can be done and I won't have access to the held funds for 10 days. The only reason they could give me was it was a ""confidential hold"" for an unknown reason. I have never bounced a check or been negative in this account for all these years! Neither account is new, no the check is not over 5,000. And both checks were in my name their account holder! I'm am closing my accounts asap and we are moving our business accounts as well. The branch in Fayetteville was very short and unprofessional and the manager from VA ""Jessica"" actually mumbled "" oh my God"" when I was frustrated. Goodbye B of A and I'll spread the word!</div>]",,,bbb.org,online banking
186,186,Michael J.,10/04/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Customer for 25+ years and tried to make a purchase using my card - first time I've really had an issue and spent 3 hours on the phone because it kept being declined for fraud issue reasons. 3 hours of my day spent with people telling me they had no idea why and to try the purchase again only to have it decline again and again.  I confirmed my identity every way possible and because I had to update my information because 20 year old phone number no longer existed there was an issue and they wanted me to drive to a location that was an hour away to show a photo id. This is after I had already given all my information including all the questions that they check for a full credit check.  The supervisor gave no alternate fix to the situation forcing me to close an account from someone of good standing as i'm not driving 2 hours to show an id to be able to make a purchase with the card. </div>]",,,bbb.org,
187,187,Kia,10/04/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">They give you false information and shower you with hidden fees without mentioning any of them. 

And when you bring it up to customer service they never revert any of them. It's always ""welp sorry, anything else I can help you with?"" And I'm a plat honor tier with them. You would think they would give at least a bit of support to their long standing customers.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",10/04/2019,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
188,188,APRIL  L,10/02/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">If I could give this a negative star ...I would!! I have never felt that keeping a bank for 20yrs was pointless, until today! Instead of waiting in line to make a deposit (of which they have a history of looooooong lines), oh and another thing about the lines, I seen a gentleman branch worker go back and forth with a VETERAN about the long lines, like really he did us a service of protection and bank dude wants to debate and he's elderly!!..geesh..anyyway... I deposited into the atm...KNOWING there would be a PARTIAL hold...the remainder of the funds are usually released within 3 business days (remember I've been a member for 20yrs)..To my surprised they held the entire check!! This is a business check, not a personal check! I went inside to speak to the MOD to see if she could pull the check..noo, she wanted to go back and forth with me about the screen telling me that there will be a hold placed on it and do i want to continue..i informed her that it did not because if it did, we both would not be sitting right here having this discussion..so I called customer svc to see if anything could be done, why did customer sevc know and acknowledge that atm deposits DO NOT inform you of a hold until AFTER the transaction is done - of which she also told me they are working to get this fixed!!..TUH!!...All and all i explained to the MOD that this was bill money and i seriously needed access to it or me and my kids will be in the dark come Monday morning...she pretty much said forget your situation..funny thing is their was already an atm guy working on their outside atm, would it have been too much (since she claimed she couldn't open the atm) to call the guy who could open it inside, grabbed my check, verify it with the bank and then release my funds?? Even more funnier...my check was wrote againt Wells Fargo which sit right next to BOA!!  Thanks BOA...for 20yrs of banking with you, now I see why people say the bank is terrible!   oh and PS...pls tell your branch manger (female), stop wearing heavy black eyeliner she is not going to a rock concert!  #NOREGARDS</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",10/04/2019,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
189,189,Frederick B,10/02/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Decided to refinance my home and for convenience choose Bank of America. Worst decision I think I have ever made (since I know their reputation). It has now been officially 4 months and still no closing. I have answered every question and sent every document they requested in less than 2 days every time and no closing. The worst part is I send the information and then hear nothing from them for days to a week. Its been so long that they ran my credit check a second time (hard inquiry) which is hurting my credit. AVOID AT ALL COST!!!!</div>]",,,bbb.org,
190,190,Deanna N,09/30/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Everyone will tell you what extraordinary online access BOA has.  I am not a customer, but I have reason to be believe this to be true.  However, the manner in which they treat individuals who go into their branches is horrible.  

I have been attempting to get a Power of Attorney added on my uncle's BOA account for five weeks.  I have been to two different branches (thinking that perhaps) it was just the one branch that had unprofessional employees.  Wrong.  Must be company wide.  The first individual did not take my contact information, and would neve return my voice mails.  He only completed a portion of what I needed done.  The management at that office was just as bad, and would not provide me with a payoff, so I had to wait in line twice and the second time write a check for the SIX CENT payoff. 

Now, I am struggling to get the POA taken care of again (I went to a different office) and encountered the same horrible customer service.  Again no one calls me back.  When I call the 800 number I am told that information has been mailed to me, but they can't tell me where.  When I ask to speak to a manager it does not happen.

My uncle also had an account at *********** (I'm not a customer there either) but the experience was totally professional and easy.  

Bank of America may have a great online experience but their personal experience is the opposite.  I would recommend you refer all your enemies to this financial institution.

I would leave a negative start rating if possible.  </div>]",,,bbb.org,
191,191,Michelle C,09/26/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">If I could give them a negative star I would.  They do not deserve any positive reviews; however, this is not the only branch that is awful.  My Mom has a CD coming due on Friday so we went into the bank on a day we were out and about to sign a withdrawal slip to make sure it was transferred into savings and not renewed.  We were informed that they could not do this?  Both my Mother and myself worked in banking and had tickler files to accommodate our customers but were told absolutely not and had to come in on that day.  I asked what if we were on vacation what would we do? She said call customer service and I said I know for a fact they won't do anything over the phone and she said yes that's right so it would be renewed! Unbelievable.  These people don't care about their customers ever.  They make it so difficult to do anything that you want to scream. When is it that they get paid to do nothing.  The customer has to do it all and remember everything! That is not how things were.  I do not know how they stay in business.  My mother relies on me to get her to her appointments as she doesn't drive.  This is ridiculous. They are not even nice about it.  They said well you can take a penalty? NO! So now we have to make time to go in on their schedule to do something we could have signed and had ready for them to do. I know this review will go in one ear and out the other so this is probably a waste of energy. My mother is a retired Bank of America employee also! </div>]",,,bbb.org,savings
192,192,Ozzy D,09/25/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Worst bank ever, don't work with them at all stay away, far far away. This is the only bank that doesn't care about their client. Deposited a check from the company I was getting direct deposit for more than 2 years and they have put the check on hold for 6 days. Same happened with****** before and they had made the funds available the next day. This is unbelievable!!!</div>]",,,bbb.org,
193,193,NV Andersen,09/25/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">BEWARE! Do not put your hard earned money into this financial institution. BofA doesn't protect it's customers or train it's teller's to recognize obvious fake checks. Just Google Zelle &amp; Bank of America...many reports of fraud and BofA. Yet they still allows transactions using Zelle. Even with very low daily account balances they don't hold checks. Even when a check has no watermark, is blurry and clearly should be questioned the teller deposited it. Even when they can see where the Zelle transfer went and identifying the check as altered/fraud, they don't help the customers. Just charge fees and expect a mentally ill person that has no job to be able to pay this debt back. Part of me thinks BofA is in with the scammers. (This is in regards to my daughter's account). I filed a claim with BofA, FTC &amp; NV Attorney General. </div>]",,,bbb.org,
194,194,Cijith,09/24/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">You can't expect bank of america to waive off the interest fee charged on the credit card account as a one time courtesy even it happened for the first time in your banking history with bank of america!!! so strange!!! I am a bank of america customer since 2011 and it is the first time i am hit with an interest fee as i missed my promotion day period just by a week or so. Soon I realized that my promotion ended by chatting to a representative of bank of america, I did the balance transfer before the billing cycle thinking that i won't hit with interest fees. But I am charged with interest and even after requesting multiple times, they weren't able to waive it off as a one time courtesy. What a customer server to the valued customer who is having the direct deposit account with them for about 9 years!!! Definitely need look for other banks who treat the customer well !!!</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Is this how you provide exceptional client experience by sending generic emails to all the reviews? Can'e expect more from you! Thank you for reminding me time to move on with other banks!!! </div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.
</div>]",09/25/2019,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,credit card
195,195,Jaqueline B,09/19/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">My grandma is on disability and has not received her card we called the number edd gave us for Bank of America and they hung up on us several times. Then when we finally didn't get hung up on they transferred us to a Spanish speaker and got hung up on once again. Then we went to the Bank of America branch and the guy told us they can't give us information and I told him how keep getting hung up on........EDD need to get rid of Bank of America as a disability income provider. I would give them no stars if I could.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",09/20/2019,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
196,196,Carla B,09/17/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I can't even begin to tell you how fast you need to RUN from this company. I've had my car paid off since the beginning of June, have called there 9 times as of today, sitting on hold for at least 20 minutes each time only to be transferred to someone else and sitting on hold another 20 minutes - I am waiting for my title to be released and in the process of buying a new car. I have been told a different story EVERY time I call in there. Finally spoke with a supervisor last time and KEVIN guaranteed my electronic title would be at the DMV by Monday Sept 16 - Tuesday at the latest. Since I have to hold for so long when I call, I decided to wait until Tuesday and, OF COURSE, the title has not been released. Called Kevin back today-holding for another 20 minutes only to find out he was not in the office yet. Called him back this afternoon and held for another 20 minutes for him to get back to his desk. He was surprised to hear he had told me the title would be at the DMV on the 16th-he said the very earliest it would be there would be the 20th since it takes 7-10 business days. I reminded him that I said I was going to call him on the 16th before we hung up on the 11th. He didn't know why I would think it was the 16th. I said I wanted to speak with his supervisor and he said he would need to put in a request for that and they would call me back. What a joke...in this process, this is the third time I've been told I'd get a call back and never have! They can never find me in their system because my car is paid off so I can't even get into my account! I am so furious right now-you practically have to take vacation time from work to get your title released 3 months after your car is paid for!</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">NOTICE!!  They give the same response to EVERY review....another sign they certainly DO NOT car about their customers!</div>]",09/20/2019,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
197,197,Korrey W,09/10/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">The customer service at BOA is TERRIBLE!! Michelle and the supervisor SANDY we're absolutely rude and disgusting to me. They chucked on their side of the phone as I told them about over draft fees in my account that were not supposed to be there, followed by them eventually telling me there was nothing they could do about them. Disgusting bank!</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",09/11/2019,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
198,198,Lauri M,09/05/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">In the 26+ years of doing business with Bank of America I have never bounced a check or been late on a payment and I am a Platinum level client. This should make me the ideal, responsible, trustworthy client. On August 23, 2019 I deposited a $20,000 check from ***** bank into my business account. I had been transferring money into that same ***** account for months for business, however that was the first check I had received from the same account. I asked when the funds would be available and after checking with the manager, the teller told me the funds would be available the next day. They were not. When I called to question when the funds would be available I was told it was being held by ""Risk Management."" They said none of the funds would be available until September 4rd, a full seven business days after the deposit. They said they believed the check would be returned and a letter had been sent to me stating that fact. The check cleared the payor's account and was deducted on August 26th. I waited until August 28th to call the bank again about my funds. I told them the funds from the check in question were removed from the ***** account on August 26th and I would like the hold removed and the funds put into my account. Customer service said no, they didn't have the funds yet and Risk Management would not budge, ""and by law, we can hold funds for as long as 7 to 10 days."" I asked to speak to risk management and was refused, they do not speak to customers!?! You may only communicate through customer service! Yesterday, I finally received the letter from Bank of America and it did in fact say ""A hold was placed on your check because check specific information indicates item may be returned."" I called B of A yet again and told them the check had been paid and asked why I couldn't have my money. They said that just because the money had been deducted from the ***** account didn't mean that B of A had the actual funds from the check yet and no I couldn't have the money until September 3rd, again repeating the mantra ""and by law, we can hold funds for as long as 7 to 10 days."" Frustrated, I called my daughter-in-law, a manager for ***** for over 15 years and explained what was going on. She said ""B of A is just jerking you around, of course they have the money."" She suggested I take a copy of the front and back of the check that had cleared along with a screen shot of the account showing the deduction of the check and physically go to the bank, speak with a manager, show them the proof and have them handle it. I went to B of A with proof in hand. They insisted that B of A did not have the funds and went so far as to say that I had no idea how banking works. ""The check clearing and money has to go through the Federal Reserve and they put money in a truck and drive it to the bank."" Really?? In this digital age?? I insisted (as I was told by my daughter-in-law) that when the money is deducted from one bank it goes onto the books of the other bank. They said no, ***** still has the funds and repeated the mantra ""and by law, we can hold funds for as long as 7 to 10 days."" So I went home and called ***** and relayed what B of A said about ***** deducting the funds from their clients account and still holding the money. She said that was untrue, when a check is paid the money is gone from ****** So I called Bank of America again and I was told all of the same nonsense, ""B of A does not have the funds and by law, we can hold funds for as long as 7 to 10 days."" I told her that ""the funds are not magically floating in the air, they are on SOMEONE'S books. I can't use them, the writer of the check can't use them - the money is on B of A's books and I want them in my account."" She insisted they were not on B of A's books so I asked her to send me that in writing. She said no, they had sent me a letter and that was all I would receive. I said, the letter was referencing August 23rd when they in fact didn't have the funds, it's August 29th now and everyone keeps saying that B of A doesn't have the funds and I want that in writing. Again, she refused and told me my funds would be available September 4rd no matter what. Unfortunately, while the law says the banks can hold your funds for 7 to 10 days, doesn't mean they should if their ""worries"" are proved to be unwarranted and the check is shown to be paid.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.
</div>]",09/06/2019,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.
",bbb.org,checking
199,199,Greg H,09/05/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I have been a BOA customer for over 15 years with a number of checking accounts as well as money marker and savings accounts. About a month ago they began harassing me about a personal checking account I set up for taking people to Israel. BOA personnel set the account up for me about two years ago. I made it as clear as I possible could that this was not a business. I wanted an account separate from my primary checking because of the amount of money people were paying me for the Airlines and Tour company. This year was the first year I actively used the account. About a month after I got back from Israel I begin to get harassing phone calls from BOA in regard to the account. After it was investigated it was learned BOA set the account profile up wrong. A week after getting this worked out I located an email in my junk email notifying me that I had less than 25 dollars in another checking account I had set up for my daughter when she went to college. Without notifying me BOA closed this account without notifying me in advance took control of the funds in the account. After finally getting someone on the phone they stated they could not up date my daughters profile since she was also on the account. Stated they would mail me a check for the monies in the account. 

Bank of America never bother to notify me of the closing of the account and dealing with their customer service is a hit or miss event. Beware of Bank of America. They will close your account without notification and temporarily seize your funds. They have closed a large percentage of their branches and make it very hard to do business with them.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2""> Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.
</div>]",09/06/2019," Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.
",bbb.org,savings
200,200,Eric F,09/03/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">""WANRNING BANK OF AMERICA CUSTOMERS""

Some of you may love Bank of America, for you I am happy.

I on the other hand think they are completely and utterly worthless.

After depositing my check this last Friday Saturday I wake up to see if it's cleared, it had.

This morning I wake up to find out they've pulled it back out of my account putting me in the hole quite a bit! So I call to find out what happened as I know on our companies end it's already been removed from the account.
They processed to tell me that because they've never seen me deposit a check from Wells Fargo they decided to protect themselves and put a hold on my check until September 4th which is nearly two weeks from the time I deposited it.
So needless to say the very minute I can close my account and move on to another banking facility that actually knows how to do Banking and treat people right I will do so.

So if you have a Bank of America account be forewarned that when you deposit your check days later they can remove it even after you pay bills and have automatic withdrawals coming out, sure they will refund the $35 transaction fee per bounce but that doesn't change the fact that bills will be late and fees will be assessed by those companies not too sure if they're going to be refunding ** those amounts as well.

Share if you think Bank of America is worthless.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.
</div>]",09/06/2019,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.
",bbb.org,
201,201,Dan L,08/22/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I started with BoA when it was LaSalle Bank...... never had an issue until recently when I attempted to pay my credit balance, and the app was not working properly.  Called the 800 number, and after a long wait was disconnected prior to speaking with someone.  The next day a late fee was posted to my account, so again, another phone call which was 1 hour long.  Refused to wave a late fee (never been late before), and insinuated that I was being dishonest about attempting to log into my mobile account.  Sorry BoA, my integrity is worth far more than $25.  Unbelievable.  That's the last of my hard earned money that they will ever get! Never experienced anything like this before..... Save you sorry generic response about ""feedback"" helping to work toward you goal.  I wouldn't recommend your ""services"" to my worst enemy.  I'll stick with ***, my credit union and ***********......</div>]",,,bbb.org,
202,202,Megan S,08/22/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Extremely Poor Customer Service.  We have been a Bank of America customer for over 20 years and I am so disappointed with the customer service.  We were charged 2 - $35 overdraft fees by BOA and called to speak with BOA and they were very unwilling to help and would not consider refunding the $70 of fees back to my account.  Customer Service rep was very unhelpful and condescending. These fees are ABSURD!  and the fact that we have been customers for so long and they would not help us is even more ABSURD.  Extremely dissatisfied customer here.  We work very hard and have children to care for and we do not feel comfortable with BOA anymore and their fees for profit.  Hope this review helps people looking for a bank with fair and ethical business practices.  We will be switching banks.  </div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.
</div>]",08/26/2019,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.
",bbb.org,
203,203,Kennetta B,08/21/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I am currently on mute with Milay/Miley from New York and she is being very rude to me and very unprofessional so quick to close my account when I specifically asked for a supervisor to handle my account because of her nasty attitude she puts me on mute again for 10 minutes and says i have to receive a call back in which I stated I will not and I've been on hold so long I will continue waiting on mute. No Empathy shown at all my call today is because I have lost my job . I have been on mute for 5 minutes complete silence while she waits to see if I can have a fee waived (On mute apparently no hold music she'll respond if I say hello which is very ) for 20 minutes now waiting on a supervisor she then states I have to receive a call back because her manager responded to her on their ""Thing"" and his name is Shawn and he's still on a call and he says I can't wait on hold . When I got Miley/Milay on the phone 
she didn't thoroughly  explain to me about why I received a $60 fee on my account only that there's not guarantee she could waive it she proceeds to question me about matters on my account to intimidate me I guess because I asked to speak to her supervisor because she showed no empathy and my issue needs to be resolve Miley/Milay sounded like she had a bad day but that doesn't excuse her being very unprofessional looking into other matters on my account.  I have been on the phone 40 minutes as I type She says shawn is on a call and I asked to remain on hold for a supervisor she then transferred me to the automatic system and I'm on hold again waiting on a agent . She needs to be reprimanded .</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",08/27/2019,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
204,204,Erika p,08/20/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I have been with Bank of America since 2014. In the last year there's been a lot of disrespectful Representatives that work for this company. They are very dismissive and handling your needs. I had a claim from a few months ago. I spoke with sea claims department. Which is a second vendor of Bank of America. I explained to them that I download Google pay to send my daughter $100. Not knowing that someone set up another account with Google ask which there are two separate accounts. After making a purchase of $100 Google decided to debit a brand new car that I did not authorize for the merchant to take $96 out of my account. But after speaking with my bank they said Google submit it an old account from 2018 which give them the right to take a debit card that I did not give them permission to debit my card for $96. To just give them the money for my card I definitely did not have on record with them someone in in the corporate office of Bank of America which I was refused the right to speak to the company that I sign a contract with to open up the account with this is bad business and I did not give anyone at Bank of America nor Google the permission to take any money nor debit any money for my account lately people have been hacking into people information and even mind and making debit transaction without my consent and this is what my business account this is well they normally would stop $10 transaction but they will not stop a transaction that comes from a big corporation that allows people to just go into your account and can't get it out my grievance is with Bank of America for hiring customer service reps to tell people that they're being rude because they're upset because they have allowed someone to into their account and take that money I don't think that's appropriate for any person is getting paid per hour to speak to anyone in that manner rather their speaking loudly or not I did not curse them I did not call them out their name so I don't understand why I was spoken to in that manner they were very disrespectful they talked over me the whole time they were upset because I was not agreeing on what they were saying I hope this message get to someone in carpet I hope that we can resolve this situation as quickly as possible</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I understand that that's the slogan. But your representatives is mad disrespectful. It seems as if you have call center agents that work from home the way they talk to customers. I explained to them that I did not give Google at my credit card information they took my credit card information when I download a Google pay to send some money to my daughter I did not give anyone permission to debit my car for anything else. You constantly trying to explain yourself I even told your company why would I debit $96 when no money was in my bank account to do so. Had I needed $20 for gas they would have to decline that transaction I have emails from Google stating that they will pay me back because they never should have debit my credit cards are connected account with another account without my consent my bank is nowhere trying to help me I have tried to make a pimp to email the information I have not got any response</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Again, thank you for sharing your experience. Your feedback will help us improve on providing excellent customer service.</div>]",08/27/2019,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,credit card
205,205,DELCIO S,08/16/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Bank of America has been the worst bank I have even encountered. They pre-approved a client of mines for an amount she didn't qualify for, setting up the client for failure, and loosing her deposit. The loan officer who was handling the file pre approved my client for an amount based on her tax returns and pay statements. She put in an offer, got her offer accepted and went through all the process. Paid for a home inspection, they made her order an appraisal and also made her get an insurance binder for the property. Everything was going smooth until it was a couple of weeks before closing. Then the nightmare and games started. They kept delaying everything, my client and my self was trying to call and email the loan officer daily. He started ignoring everyone and would not provide a concrete answer. My client then reached out to the loan processor who kept giving my client a bunch of excuses. She even said once that the underwriter called out sick and that they won't be able to give my client an answer for a few more days. It's ludicrous that a big bank like BofA has only one underwriter handling all the files. They made my client run around getting paper work that the loan officer never sent to the loan processor. When she sent in the paper work then underwriters would say they can't accept it. My client is an independent contractor and has no employer who could verify her employment and income. I would imagine that a bank would use common sense and look at the tax returns, pay statements to verify a customers employment. It got to the point that the seller of the house refused to sign any extensions because BofA was always taking forever to reply back and give us a concrete answer. We informed them that the house went back on the market and that we were way behind on the deadlines. They didn't care at all, instead of expediting the file they just kept on adding days, weeks of delays. My client sent them a letter they requested and the loan officer told my client it would take up to 5 days to review the letter. Absolutely ridiculous, why would it take 5 days to review a letter? Knowing that the file was way behind. It got to the point that my client started requesting something, either a commitment letter of a letter of denial. The loan processor kept ignoring her request and kept on asking for more paperwork which my client had already sent to them. It's almost like they figured they made a mistake and they were trying to stall things and find a way to deny the loan. After almost 3 weeks they finally decided to deny the loan saying that my client had too much debt which she does not and that they could not verify her income, which was all on paper on her tax returns. My client is so stressed out from this ordeal that she has given up the idea of buying a home and also faces loosing her deposit due to BofA's mistake. I would not wish this type of thing to happen to anyone, thus I would suggest anyone who's thinking about buying a home to stay away from BofA. They will make your life a misery. They are a big corporation which does not care if you end up getting screwed at the end. Try to get pre-approved from lenders which deals with mortgages only, stay away from BofA. They are the worst.</div>]",,,bbb.org,mortgage
206,206,Yanina S,08/15/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I have been a happy user of the Bank of America Travel Rewards Card, until, until I needed their help with filing disputes after my 3 months long trip in Europe.

None of my disputes have been resolved, NONE.  The letters of rejection I received, after 2-3 months and their demands of additional information, duly and timely submitted,  had nothing to do with the reasons for my disputes.  They alleged some billing mistakes, which I have never mentioned.  They alleged that when the seller advertises one service, but sells a totally different one, and of a different class, the Bank of America can do nothing, because </div>]",,,bbb.org,
207,207,Ciera M,08/15/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I have been with BOA (Bank of America) for 10 years. I can honestly say that for the most part they were good to me being that I was 16 or 17 when I opened the account. Through out my college years I had a student account. Now that I am an adult I can honestly say I mange my money will being that my mother taught me how to very young. Recently a company was supposed to do a one time payment that lead to them doing a reoccurring payment with out my permission. I spoke with BOA and they advised me that because it would take 10 days for a dispute to be resolved that I should just leave it be and that they will refund me any fees that is caused by this matter. I asked for a supervisor Christie (ID#: ******************) who blew me over completely. This is very distasteful for a consumer who has been as loyal as I have. This is the only company that I have ever banked with and now I'm going to have to run to their competitors.  </div>]",,,bbb.org,
