,name,date,stars,text,boaDate,boaText,source
219,Thomas Blankvoort,06/29/2020,1,"Shockingly poorShockingly poor, inadequate and unclear service\nyou get passed from one person to another, never any clarity and ability to actually resolve a question\ni have spent at least 24 hours on hold over the course of the last month trying to transfer funds from my USA account to European account.\neven transfer that was done with input from an agent was cancelled and they don\u0027t tell you why. you have to try and call them and hope someone can explain it. i am still waiting to have access to my own money\nit\u0027s shocking and so frustrating! there are always high call volumes, never not received that message either......hire more people! you also disabled the chat function which was far more efficient than having to call each time",,,trustpilot.com
220,Avi Klein,06/21/2020,1,"Never had a problem till I had one…Never had a problem till I had one after requesting deferral and they took my money out of my account anyhow and now the bill pay site is down -again- so I can\u0027t cancel it or even check and you can\u0027t email or chat support. Fine, your site is down again (even though you\u0027re a bank in 2020) Who doesn\u0027t have email or at least chat support ?",,,trustpilot.com
221,Michael Hogan,06/20/2020,1,I have wasted countless hours just…I have wasted countless hours just trying to get a payoff for my mortgage. We are closing and neither I nor the title company can get anywhere. I have wasted countless hours over the past two days trying to get this simple information. Never been so frustrated. No excuse for this. Dont blame COVID!  BOA needs to use the tens of thousands of dollars I paid in interest over the past 10 years to hire more people to answer the damn phone.  Cant wait to be done with BOA once and for all.,,,trustpilot.com
222,TOKOSON,06/20/2020,5,This bank has contributed to national…This bank has contributed to national development because they provide financial services to it\u0027s customer\u0027s. Ever financial services provider has its ups and downs but yet still the bank provide quality services.,,,trustpilot.com
223,Nick Kohut,06/19/2020,1,This is the worst bank.This is the worst bank.,,,trustpilot.com
224,Cassandra Shea,06/19/2020,1,My husband and I have had B of A credit…My husband and I have had B of A credit cards for over 20 years.  We have been trying for 3 MONTHS to set-up autopay on one additional business credit cards; have spoken with TWENTY THREE customer service representatives; 22 of which DID NOT KNOW how to help us and transferred us off to the next agent.  We have spent countless hours trying to figure out how to manipulate your web site which is HORRIBLE.  It is not user friendly AT ALL.  (See YouTube video on it!)   I honestly don\u0027t know how you stay in business.,,,trustpilot.com
225,Jesse Dunn,06/18/2020,1,you have not gotten back to me on any…you have not gotten back to me on any of my fraudulent charges and i have tried to call back severeal times now. next course of action is to call better business bereau. Call me back so we dont have to it to that route. my cell id 978-654-3497. if i happen to not answer then leave a message with a return number or call me back a ffew minutes larer plrease and thank you.,,,trustpilot.com
226,K Rihanek,06/18/2020,1,"Worst customer serviceWorst customer service.  I was on a call for 55 minutes and they could not connect me to the correct person to cancel an automatic debit.  I was dropped twice and had to call back a third time.  I still don\u0027t have the issue resolved.  Bank of America created an automatic debit from my bank account at US Bank that does not show up on their web site.  There is no way for me to see or remove it on their web pages.  It\u0027s not a push from US Bank, it\u0027s coming from Bank of America.",,,trustpilot.com
227,Max Forstag,06/16/2020,1,"Allow me to return the favor, BoA.Allow me to jump aboard the middle finger-to-Bank of America train. Reading all of the other disgusted customer reviews only confirms the suspicion that BoA seems to operate by giving their customers the same treatment.\n\nI purchased a flight/hotel bundle with Expedia back in January, and I made sure to buy the vacation cancellation waiver along with it. When Covid really hit the U.S. hard in early March, I decided to use it to cancel my trip. After many headache-inducing hours on Expedia\u0027s virtual chat, I was able to get the entire refund applied minus the $70 cancellation waiver. \n\nThe hotel refund processed right away. But getting my flight tickets from Alaska Airlines refunded was more cumbersome. I contacted BoA for support and they recommended that I send in a written explanation of the issue along with whatever documentation of the purchase to convince them that I was due a refund. This seemed like an inefficient and antiquated way of handling what seemed a routine customer service issue, but I complied because I wasn\u0027t paying for a trip that I didn\u0027t take! I submitted a 10-page application with all the required documentation and 6 weeks later, I finally received a refund. Case closed, I thought at the time! With everything else happening in life, not being out almost $800 seemed like a big relief.\n\nYet five weeks later, I checked my online BoA account to see that the full amount for the flight tickets appeared back in my account again, inexplicably. I figured another phone call or two might readily fix the problem. Clearly, I underestimated BoA\u0027s ineptitude and unwillingness to help its customers. Like many others, I spent hours on the phone, being transferred from one department to another. I was cycled through Jasmine, Amber, Randy, Manar, and Shontae. I explained my situation to each person, but was then either placed on hold, hung up on, or transferred to another person in the wrong department. No one could help.\n\nLater today I got a letter from BoA telling me that they \u0022could not further investigate my claim.\u0022 The letter did include a mention of consumer protections, but that was empty lip service. Whomever took a cursory glance over my claim did me the favor of taking a screenshot of Alaska’s refund policies, which I had already read and reviewed. Yes, you can apply a vacation waiver to nonrefundable tickets purchased on Expedia, per Kristian, an Expedia customer service rep who helped process my refund.\n\nRealizing that BoA would be of no help, I contacted Alaska Airlines. After explaining the situation to Barry in the refunds department, he advocated on my behalf with the claims department at Alaska and informed me that they would refund the full flight amount back to my BoA card. Incredible. 20 minutes on the phone with one person who works for the vendor requesting payment got me more \u0022consumer protection\u0022 than 3 hours, a half a dozen people on the phone, and 10-pages of written documentation for BoA. The second the charge is credited back to my account I fully plan to pay off the remaining balance and bid BoA farewell permanently. Credit score be damned. This is not how you treat your customers.",,,trustpilot.com
228,Tim ,06/15/2020,1,Waiting so long out side in the hot…Waiting so long out side in the hot weather \nAnd for safety it is not safe to wait outside the bank with some cash with you to deposit it for business. \nThey have to find another way of handling the virus problem.,,,trustpilot.com
229,Kermit With A Permit,06/14/2020,1,"Absolutely terribleAbsolutely terrible , Edd has decided to partner with the worst bank holder in America which is ironically Bank of America . 2000 dollars went missing from my account from transactions that weren’t me. Thought it was a person doing this, but when it happened to my dad at the same date and time ... and then other people from around the area you tend to try and investigate on your own and tend to come to your conclusion. Nevertheless, how they handle such a scandal is why they deserve as many negative stars as possible. I waited 8 hours the first day trying to claim my money , waited the whole day and they didn’t answer. A little discouraging but I had the whole next day. So there I was ... waiting another 7 hours and when I was about to hit the 8th hour they finally answered. For security reasons they canceled my card and sent me another one but they didn’t send the card immediately or even the next day.. 4 days later I receive an email that they barely sent the card and to wait 7-10 business days for the card. All this happened on the days of may 29 through 30 and I had to pay rent on the 1st and I can’t access my money, when going personally to any local Bank of America they say that they are separate from EDD and that I should call EDD instead because they can’t help me.. so I go ahead and call them and guess what i waited another 8 hours and no answer . So here I am ... needing to pay bills , waiting for a card that is already 5 days late , no one is answering or picking up the phone or avoiding to help me when I bring up the situation .. so now I’m legit asking , how can you call yourself a bank ? How can you do this to people actually get away with this ? Forget rating this bank bad ... this is basically criminal, how inconvenient are you trying to be to the people ?",,,trustpilot.com
230,handy moth,06/13/2020,1,"Wish I could give minus 5 starWish I could give minus 5 star. Had Checking, Savings and Credit Card accounts.\n\n1. Not much to say about Checking, but the interest you can earn from Savings will be in single digits regardless of the amount. They think they are Federal Reserve bank where rates are zero\n\n2. Got a credit card? You will never be able to set Autopay that pays full statement balance. They have intentionally setup in such a way that if you use Autopay, you either end up paying more or less than you owe. If you pay more, they benefit. If you pay less, you will be charged the interest for the difference",,,trustpilot.com
231,joy evans,06/13/2020,1,Anyone associated with Bank of America…Anyone associated with Bank of America should run. Bad bad experiences,,,trustpilot.com
232,B.K.,06/11/2020,1,"6 calls and 2 hours later....Having been on hold for 1 hour and 45 minutes, and spoken with 5 BOA departments now, I was cut off! Trying again.  They didn\u0027t bother to even try to call me back while they were \u0022checking\u0022 on the questions.\n\nThe problem?  Chase verified a $1,000 payment made on-line.  BOA can\u0027t find it.  We even had a 3-way call with Chase to verify the payment.  I have the trace #, time it went through, amount, account # etc.  Chase verified it was all correct.\n\nAfter a 6th call with a BOA banker, she said that on the date of my payment there was a major system error.  The payment will therefore be applied 4 days later.  Why couldn\u0027t this be shared with customers and their own team?",,,trustpilot.com
233,Robert Ruggiero,06/10/2020,1,"I have been preferred customer at bank…I have been preferred customer at bank of america for years. Walk into branch office everyone knew me, always received hello greetings, how can I help you.\nNow it\u0027s a police state, total confusion, employees wearing face masks, can\u0027t even see who talking too and can\u0027t understand anything they say. We were herded in like cattle, impossible to make timely appointments totally not the friendly helpful bank it once was for me.\nIt is obvious they don\u0027t care about me and so it is time to move on to another financial institution that cares about it\u0027s customers",,,trustpilot.com
234,Sara Rybacki,06/08/2020,1,"DO NOT use Bank of America!Absolutely the worst experience I\u0027ve ever had with a credit card!! Or a company period for that matter! If I could give them a negative star rating, I would. I had autopay set up, as I do with all of my accounts, and it drafted the same, LARGE (over $3000) amount out of my checking account 3 separate occasions. This caused my checking account to be over drafted twice and causing me to incur over draft and line item return charges from my bank (not a Bank of America account). NO ONE was willing to help me resolve this issue that was 0% my or my banks fault. I was finally able to open a case with the dispute team, 2 months later, and after waiting a month for a response was finally told it was my fault that the autopay pulled the amount more than once. I have no idea how they came to that conclusion. I have an excellent credit score with upwards of 13 credit cards, all on autopay, and all paid off every month. I know how things work! I filed an appeal with even more evidence than I sent with the original claim and was told they refused to even review it. I have NEVER had worse customer service in my life and several hour long wait times. I will NEVER use Bank of America for anything again and plan to tell everyone I know to not use their products. They DO NOT give a hoot about their customers. Use Citi, Chase, or Capital One for your credit card and banking needs. They care. But whatever you do, DO NOT use Bank of America!",,,trustpilot.com
235,Sara Neek,06/05/2020,1,Attacked by the managment team which…Attacked by the managment team which were Mainly Mexicans,,,trustpilot.com
236,Anne,06/04/2020,1,"Closed Credit Card without Notifying Me after missing ONE paymentI didn\u0027t pay my credit card for 3 weeks - a card I had for 11 years and they closed it without notifying me. In the 11 years I had the card I never missed a payment - missed a payment in January, spoke to people at Bank of America who told me it was not a problem, and then they closed my account in February without notifying me. When I paid the card off in full soon after, it just disappeared from my account and when I called they finally told me it had been closed and there was nothing they could do. They are not a bank for the people by any means. I\u0027ve been in good standing with them for 11 years both in my checking account \u0026 credit card but have definitely had to dispute some random fees throughout the years, and more. I\u0027ve never liked being with Bank of America so I guess here\u0027s my out. Definitely wouldn\u0027t recommend for anyone.",,,trustpilot.com
237,Madison Conrad,06/03/2020,1,TerribleTerrible. Froze me account when doing normalm transactions but then someone steals my card numbers and sends themselves and their friends money through various online platforms and not only does bank of America not freeze my card but they deny my claim because the car messed up and now I\u0027m having to wait another 45 days to get my money which by then I\u0027ll be homeless with 2 kids way to go bank of america. Nice way to screw ur customers during an already hard time.,,,trustpilot.com
238,larry hertz,05/30/2020,1,"My Wife\u0027s Continuous Problems With Bank of AmericaI am a us citizen who decided to retire in Nice, France. I kept my account in the US at bank of it is small business account. Bank of America, for whatever reason, has locked my account.\n\nI have been calling from nice for 3 months and they put me on hold. When I get a person they are not efficient and they either say they can help me or waste my money and time. My account is still in the us because I receive social security which is hard to change. \n\nI have placed a complaint with the Board of Governors of Federal Reserve System - Public Affairs. They are looking into this and told me that they will let me know, but the bottom line is that Bank America is so dedicated to security that they locked our accounts online by deletion of passwords.\n\nLocking our visas results in not having access to my money to buy food and medicine and I really need help. \n\nBanks are security crazy and they are abusing me in two ways. it is expensive to call from Nice, France because they put you on hold for long periods of time. I ask for them to connect with a business account and they wind up again putting me on hold as they switch to another person.\n\nThis is frustrating this  and is why I am angry. If anyone has an idea about how to deal with this it would be greatly appreciated.\n\nI depend on my social security to live and the bank does nothing to help! Banks are protected but people are not. I have no choise but to expose them. I need access to my account both online and for my card to be unlocked.",,,trustpilot.com
239,Tim,05/27/2020,1,"The must hate their customersI would rather call the DMV or IRS than call Bank of America.  Their customer service is the worst... long hold times, multiple transfers after your call is answered, and absolutely zero accountability or ownership on the part of the agents who \u0022answer\u0022 these calls (I wanted to write \u0022service theses calls\u0022, but that is not what they do.).  Additionally, their mobile app is just terrible.  There is too much emphasis on marketing other products rather than providing a nice UX and easy way to accomplish banking tasks.  Bank of America is easily one of the worst companies for customer experience.  I am convinced it is their strategy, because I avoid calling or contact customer service; I know it will just ruin my day,  I use them for banking because they are big, but I would never get a loan from them or put my retirement savings with Merrill Lynch.  They must train their staff to hate customers, because that is how you feel if you need to talk to them.",,,trustpilot.com
240,David Resendez,05/27/2020,1,"Unfortunately I cant give 0 starsUnfortunately I cant give 0 stars. I have had my account since 1993, never really any big issues till may 11th 2020. I get a notification on my app I\u0027m at a -888,888.00 balance. When I call the bank I\u0027m told the bank did it for security risk so no one including me can touch the account. Turns out its frozen and due to be closed due to possible check fraud. Come to find out a favor I did for a so called friend turned out to be a bad check. It was never cashed it was returned and I got a 12.00 fee for returned check. I have been told so many lies by over 10 different employees i have spoken to since may 11th till today may 27th. My Bill\u0027s that are debited out of my account are gonna go through, that was a lie. Call in 3 days and will have an answer, that\u0027s was a lie. Request was put in to get my money sent to me that I have in my account, that was a lie. They say they make a note on my account everytime I call, that was a lie. It keeps going on and on. My Bill\u0027s are hounding me and late fees are adding up. When I ask I\u0027m sure late fees will not be paid by bank of America cause they the ones that froze my account and that\u0027s the only truth I get is that they are not responsible for my late fees. I was also told it could take 3 months to resolve the issue. When I asked can anyone call the investigator on my case and they response was there isn\u0027t a number it\u0027s a group of analyst reviewing my account. So if there is an emergency for example a fire they dont have a phone to call 911 there are just gonna sit there. Bank of America is full of it. When I asked so being a customer since 1993 doesn\u0027t mean anything no credit or nothing, all I get is dead silence and then the same crap again that my account is being investigated. What would they do if it happened to them are they not going to go out of their way to resolve their issue or just sit back and listen to the different lies being told by the bank....",,,trustpilot.com
241,suresh patil,05/27/2020,1,"Where is the security ?It accepts the transaction even though I put the wrong CVV number and then they charge me a foreign transaction fee. I don\u0027t want to use the BOA credit card I supposed to use other but since it was saved on my amazon website by mistake I select it but at the next step, it asks me for the CVV number which I put the wrong one it means it belonged to my another bank credit card but still it accept by the BOA and they charged me a foreign transaction fee. where is the security ??",,,trustpilot.com
242,Barbadosbeauty86,05/23/2020,1,Excessive fees just patheticThe only bank I know that charges to take money out my own account. I am looking for another bank or a credit union. The only reason why they get away with this is because they are conveniently located everywhere.,,,trustpilot.com
243,Steven Astacio,05/23/2020,1,The bank that robbed America should be…The bank that robbed America should be its true name. Have there not been rules in place to stop fees for me moving money my family and I needed in order to survive COVID! How else were we supposed to survive it is our money NOT YOURS!,,,trustpilot.com
244,customer,05/22/2020,1,"I wish I could give Bank of America a 0…I wish I could give Bank of America a 0 star right now. I have been a loyal customer since 2010 and believe me I have always been satisfied with their services. However, the bank is failing at properly serving its customers during this public health crisis. Since 8 am this morning, I have been trying to resolve an issue. I was transferred to one agent to another and still nothing. The last call I made around 2 pm was useless because I stayed on the phone for over an hour and no agent came through. So I am beyond disappointed and really thinking about switching bank (literally transferring all my fund elsewhere). It\u0027s really in moments of crisis that one can really judge an organization! If people are still working from home, then what is stopping an agent in picking up the damn phone!!!! How hard is that??? If I cannot trust you with my finances in time of crisis, then I\u0027m sorry we cannot do business together. You are failing your customers right now!",,,trustpilot.com
245,Carlos Ed,05/22/2020,5,Excellent bank for both business and…Excellent bank for both business and personal! Have helped me from the ground up.,,,trustpilot.com
246,Rene Robles,05/21/2020,1,"I\u0027m a contractor  and  we  wore doing a…I\u0027m a contractor  and  we  wore doing a new bank for them, supposedly they are all over the news about how they help small businesses with the crisis we are in now. Well first of all they don\u0027t pay there contractors every contractor has walked out from there site for nonpayment but they are all over the new as a great bank. And they are funding there on bank what a shady bank i will sure not even recommend to any one even opening a  bank account with them . Pay your bills bank of America instead of contractors financing your new buildings.",,,trustpilot.com
247,Fiona Silver,05/21/2020,5,"LOAN OFFERi have been trying to acquire a loan to start up my business, but nothing work out for me not until i was surfing the internet and i saw someone testifying about how she got a loan from chevyloan, so i copied the website link ( www.chevyloan. org ) so i contacted them and applied for a loan of $25,000 which was approved and granted, and now i have start up business and everything is going smoothly. if you wish to get a loan kindly visit http://chevyloan. org/ and apply.",,,trustpilot.com
248,Terry Hood,05/20/2020,1,"BANK OF AMERICA SUCKBANK OF AMERICA SUCK, CANCELED MY ACCOUNT FOR NO REASON, AND WILL NOT LET ME KNOW WHY, THEY COMPLETELY SUCK,",,,trustpilot.com
249,Marla Cohen,05/20/2020,1,DO NOT BANK WITH BANK OF AMERICADO NOT BANK WITH BANK OF AMERICA! I have been a trusted customer since 2008 and they are ignoring my fraudulent charge claims. They also charged me several (illegal) overdraft fees which the guy with no brain will not even attempt to explain to me correctly. Beware!,,,trustpilot.com
250,Boris Teper,05/17/2020,1,"BoA is run by crooksBoA is run by crooks. They steal money from the people left and right. These rats think you should pay them for having your account with them. The worst kind of \u0022banking professionals\u0022 you can find in America, nothing comes close. Never do any business them, and any time you can, share your horrible experience with BoA, one of the most corrupt banks in the world.",,,trustpilot.com
251,i wd,05/15/2020,1,"Get ready to loose your moneyFor no reason you turned my life into hell !!!! The worst bank ever. \nI have never been thar insecured.  I do not advise anyone to work with this bank. Today I woke up and tried to check the Bank account, but could not log into the online account.  I called the support service and after 20 minutes of waiting, the operator  said that my account was closed.  I thought that was an error or something else.  but the account was closed by the bank, without any warning or explanation.  ALL my money is in the account.  Bank of America called it a \u0022business decision\u0022 and provides no explanation.  it is disgusting and inhuman.  now in the middle of the pandemic you left me without money.  The problem is that I live in Russia and i work in the United States.  I can’t withdraw money from my account, I have nothing to buy food for and pay rent.  At such a difficult time, you have no right to do so.  I don\u0027t know when i will be able to come back and how i survive through all of this.",,,trustpilot.com
252,Coupleof2,05/14/2020,5,"Horrible experience never againHorrible experience never again. Since the thea was ok, ill give it 5 stars",,,trustpilot.com
253,Shane,05/12/2020,1,Monique from Utica NY was horribleJust got off phone with Monique from Utica NY and I must say I was shocked by how bad her attitude was. She was very rude and did not seem to give a Sh%t about how she treated customers. Shame on you Bank of America for setting such low standards for your employees and taking your customers for granted especially during these times.,,,trustpilot.com
254,Brice Sutton,05/12/2020,1,"Stay awayI have long been a customer of Bank of America personally and as a representative of the company I work for. I have never felt more than just a number to this company. I am now on an estimated 1 hour and forty minute hold time. Hold times are a great representation of how a company values providing good customer service, as they can undoubtedly pay for more employees and better systems to provide good customer service, like eliminating long wait times. \n\nBank of America also has long been the poster child for nickel and diming customers for every little thing. Where many banks are clear and concise about their charges, BOA often hides charges everywhere! Beware, they are the convenience option, not the quality option.",,,trustpilot.com
255,Timothy j Curtis,05/09/2020,1,Garbage!!Garbage!!! Takes a week to clear checks. Nobody will pick up the phone. Shame on you ba.,,,trustpilot.com
256,Peter Jahn,05/09/2020,1,"almost criminal what BOA doesFound out that our stimulus check from the US government is now taking 3 days and counting to clear.  We have 3 other banks that we deal with and BOA’s practices is almost criminal it seems at times.  In this day and age there is no reason for a bank to hold on to federally funded checks more then 24 hours.  Seems odd that there security team can stop my debit card ASAP if I travel to some foreign state or land, but they can’t figure out in 24 hours where the checks are coming from?  Or maybe this bank is making slim margins on my money in those 3-5 days of gold time?Either way stay far away from this bank please!",,,trustpilot.com
257,Monique Riggs,05/08/2020,1,Bank of America is the worst bank in…Bank of America is the worst bank in the world.\nPlease don\u0027t open any kind of accounts with this bank. They are robbing and stealing from there customers...daily.\nThey stole my money from my savings.....then they stopped sending my statements in the mail.\nThis bank is horrible!!!!!,,,trustpilot.com
258,Susan Dennis,05/07/2020,1,"The worst customer service I have ever…The worst customer service I have ever experienced in my whole life. No one seems to care. Amidst all of this coronavirus stuff had to call three times spent several hours on hold, no one seemed to care about anything got hung up on twice. The demeanor of the representatives from the start was I could give a s*** at best.",,,trustpilot.com
259,Brian,05/06/2020,1,"Became Worst Bank Ever...I’ve been depositing the same checks I receive Each and every month for over 17 years like clock work  into the same account at b of a.\nThey credit a small amount immediately then release the balance within 3 days. \nOf course I planned accordingly ...... this month they place holds on them for 10 days !\nWithout notifying me, consequently I’ve now written checks  Against my deposit.\n I was on with customer service for 2 hours yesterday to no resolve. They lied to me about why this happened and told me to cancel the checks I’ve written!!!! \nNow today I see they overdrew my account and didn’t pay the  item that came in and Charged me a Fee of $35 \n(That will be another call I have to make)\nthere was more than Enough money  to cover. \nAll while thanking me Because I’m a \nGold Preferred Customer !!!!!! Please....\nI’ve had many problems Due to there incompetence over the last 32 years.\nI think this is the final straw. I will be moving all my accounts to another bank. \nI feel sorry for the small businesses that had to go through probably...hell...... dealing with them.. And that’s a shame",,,trustpilot.com
260,Rhonda Johnson,04/17/2020,1,Let me get this straight....Let me get this straight....\n\nI had a credit of .51 cents on my credit card for months.  I decide to transfer the credit to my checking account to get the balance to zero and then I get charged $10.00!!!!\n\nLesson learned,,,trustpilot.com
261,Adrian Leal,04/16/2020,1,"They cant seem to help on fraud on my…They cant seem to help on fraud on my account, or follow up at all. Always have to call and wait an hour until someone picks up who says I don\u0027t know how to do that let me pass you to another 5 departments that wont be able to help you either. There are charges on my account that they cant resolve yet and is been 3 months, then somehow out of nowhere my dispute was not there anymore... they just didnt see it anymore and didnt know what was happening... horrible.",,,trustpilot.com
262,Kat,04/14/2020,1,"DO NOT use Bank of AmericaDO NOT use Bank of America. My experience at branches has been wonderful and very helpful BUT If you call support there are times you will wait for 2hrs to get no help, hung up on or call another department. They DO NOT look out for long term members and certainly don\u0027t care about earning your business. \n\nI\u0027ve been charged on multiple instances $35 for being $0.50 shy of payment or $2.00 shy. Mortgage payments or bills returned back to the sender but will let your bank be in the negative by hundreds of dollars for unnecessary bills. I\u0027ve been denied receiving temporary credits to cover bills during the claims process even being able to supply documentation showing. They hold money for days when it could be released. \n\nMy card has been canceled on numerous occasions stating fraud that was for normal repeat monthly purchases but kept active for completely fraud-related charges. Bank of America is a JOKE.\n\nI\u0027ve been banking with them for nearly 10 years. I recently purchased 3 rental homes and will be taking my business to a credit union. Maybe you should have tried harder.",,,trustpilot.com
263,Doug ,04/14/2020,1,"I’ve been banking with Bank of America…I’ve been banking with Bank of America for 20+ years, relationships with the people in the local branch has always been wonderful. But recently, sending in an application for the payroll protection program has made me realize that  it might be smarter to build a relationship with a local bank. \nI have spoken to a few people that have already had personal contacts with their bank and loans have been approved.  I have still not heard a thing!!",,,trustpilot.com
264,Tristan Seals,04/14/2020,1,This is not a good bank to go with most…This is not a good bank to go with most employees have attitudes and others were just racist and it\u0027s not cool and I was even working trying to make a deposit,,,trustpilot.com
265,Rosa Ventura,04/13/2020,5,i deposited 2000 dollard they only gave…i deposited 2000 dollard they only gave me credit for 400 i made a claim they didnt do  to help me and they never found my money my money just vanished now they closed my accounts for their error never again will ever use a bank system to take of my money thats why i always keep my money in cash and always will you bank of america you thieves low lives,,,trustpilot.com
266,Vladimir Castro,04/13/2020,1,"I am really disappointed with Bank of…I am really disappointed with Bank of America. I got a Car Loan with this bank so I made my first payment as scheduled. The person who help me to make the payment. He never told me the real balance of what I owed. I told him my balance is $80K and he said yes. He did not explain to me anything about the interest process. He was not honest person as delivered a information about payment because he was trying to hide the real amount. That’s the way how the bank make their money therefore they don’t tell you how’s your options. A month later I asked again a quote of the pay off but it was different. Now he said it had had been a interest charge every day($13.19) since I bought my vehicle. I asked a copy of the contract to see where it said that I will pay such as rate every day. Guest what it did not say anything of such amount of ($13.19) that reflects every day. I am strongly not recommend this bank for any Car Loan. you will get better assistance from another bank such as Wells Fargo, Chase etc, etc.",,,trustpilot.com
267,Tasha Beard,04/10/2020,1,I have been a customer for 8 yrs..Today…I have been a customer for 8 yrs..Today I cancelled my account I guess as like everyone else they are hurting for money and charging bogus fees maybe trying to get some of the money they are losing back. Would never go back to them...,,,trustpilot.com
268,SAM SUPER,04/10/2020,1,"Pisssss of shittttt company !!Pissssssss of shitttttt company !!! You can’t trust this bank never !! Been 11 years costumer and currently have business checking with them , every mount from 40k-45k going from business checking to my personal checking and had 3 personal credit cards with them about 83k total !! After I spent 31k in one mount for remodeling my house from my credit they without any notice closed all my credit cards!!! Called them couple of times no serous answers!! The only thing one of the pisssss of shitttttmanager (Sean) told me we don’t want to work with you !!! How after this many years they can fuckkkk there customers like this , and I heard more and more ARMENIAN people cases that bank of america closing on them !! Very RACIST company !!! If you keep trusting them they gonna fuckkkk you over one day !!! That’s your choice or fuckkkkfirst or get fuckeddddd easy as simple\nHope it can help a lot of people",,,trustpilot.com
269,Tommy “lobsterboy” Fellows,04/09/2020,1,Bank of America worst bank ever!!!!Hopefully after this pandemic is finally over everyone will see how horrible this bank and its employees really are. Every company on earth has stepped up to help except Bank of America. There still loading me up with overdrafts and nsf fees. Thanks boa for being the biggest douche bags literally on the planet.,,,trustpilot.com
270,Ritesh k,04/09/2020,1,They kept me hold for 3 hrs.I am super…They kept me hold for 3 hrs.I am super mad about it. To contact their Fraud department.,,,trustpilot.com
271,Frank cannuli,04/09/2020,1,RipoffsWorst bank in the world how can they hold a deposit for 10 days with all of this virus going on? I Dnt qualify for all the money that’s being put out now I am a small business n need my money I do t this this up nk holding a check for ten days they can verify this check as soon as it’s put in this bank is nothing but a ripoff you Bank of America hope you go out of business,,,trustpilot.com
272,Riakor Johnson,04/07/2020,1,Overdraft feed due to slowness of BoA during Pandemic.They overdraft feed me because of them having delays during the corona virus. Super rude of them to exploit customers during the corona virus and blame it on the \u0022slowdown\u0022 due to corona.,,,trustpilot.com
273,C.Alvarez,04/04/2020,1,I have been a BofA customer for over 5…I have been a BofA customer for over 5 years now. I do between 80k and 100k in deposits every month..... I have my personal account along with my business account with them.\n\nI have a travels reward credit card under my personal account. I have never tried to get a loan and in my time of need the bank that I do business with on a daily basis has turned their back on me!!!!! This is unbelievable even though I have a credit card with them it does not matter because it is not a “business  credit card” regardless if I use it for my business it does not matter because it is not under my business account!!!! \n\nSo much for helping small businesses once this crisis is over if my business survives I am without a doubt changing banks!!!,,,trustpilot.com
274,Mr. Johns,04/04/2020,1,"Bank of America Abusing COVID 19 Relief and Small Business CustomersMy company employs over 60 people and has been a customer with BofA since 2003.  We have never required assistance, have had a positive bank balance, and have never carried any debt.  However, when we tried to file for the COVID 19 payroll protection program to ensure we can avoid having to layoff or furlough hard-working people, BofA summarily denied our request stating we have no previous debt history (we have never had to take a loan).  So, what are we to think?  Does the government approve of a bank who prioritizes customers who have a direct debt risk to BofA ahead of those customers who have stable companies and have the ability to maintain their employees in a time of need?  \n\nIt seems BofA has one interest which is to protect the balance sheet of Bank of America by directing government funds to those companies who carry a loan risk with BofA.  This kind of selfish behavior needs to be eradicated.  I invite all small business customers to boycott this firm as mine will and can only hope the government investigates their abusive manipulation of a well-meaning  program.",,,trustpilot.com
275,jeff,04/03/2020,1,"I have banked with BofA for years and they turned their backs on me in my time of needI have banked with BofA for years. I now have 3 business accounts with them.\nTotal in deposits was over $125k prior to the Coronavirus shutdown.\nI have Merchant Services set up on 1 of the accounts.\nI am a BofA \u0022Business Advantage account\u0022 meaning i have been with them a long time and carry a minimum amount of deposits to receive interest on my checking account.  \n\nMy manager contact for BofA stated yesterday, 4.2.20, that due to my relationship, I will be able to complete an application for \u0022Paycheck Protection Program\u0022 on Friday, 4.3.20 through my sign in on BofA website. \nBUT, this am, I found out that if an existing business customer does not have the following as of Feb 20... a current loan or open line of credit and a BofA credit card, they do not qualify to complete an application for a PPP loan.\nFox News Business discussed this same scenario of other BofA business customers with the same issue not qualifying for the BofA loan. Since all of my business banking is with BofA, it is difficult to sign up with other banks, because they are servicing their banking customers, BUT none have told me that they have the requirements BofA was requiring their business clients.\n\nI received a great heart felt email from BofA customer service earlier letting me know \u0022we\u0027re here to help\u0022. \n\nPlease enjoy my middle finger for \u0022being here\u0022 in my time of need.\n\nI will be moving my 3 business accounts as soon as possible.",,,trustpilot.com
276,Rita Miles,04/02/2020,1,"Extremely upsetExtremely upset - I was on the hold for 4 hours - 2 hours on April 1 and 2 hours April 2 - finally got someone on the phone operator Katie out of South Carolina, employee number 5YYLM and she did not know anything and had to keep placing me on hold to retrieve the information, I went back and forth with her for 30 minutes and she still DID NOT assist nor help, then without notice she forwarded me to Jeanette employee number X7YP2 and she said she could NOT HELP and placed me on hold...I have been on hold AGAIN - now on hold for 20 minutes - WOW DO I NEED MY MONEY HERE?????????????????????? I do not think so.....\nTHE WORST CUSTOMER SERVICE",,,trustpilot.com
