,name,date,rating,text,product,source,gender,incident_month,incident_day,geod,count,weekday
975,Elisha,2013-01-18,2,"My husband and I have been with Bank of America for over two years now. When we refinanced our house, our mortgage was purchased by Bank of America. This financial institution was not our choice. We had our mortgage with Wells Fargo Bank when we first bought our house in 2008, and we were very happy with them. Bank of America has taken every opportunity to nickel and dime us. For instance, they charge us to make payments online, and they charge us a $10 fee to pay over the phone. It is difficult to work with the customer service representatives because not all of them know what they are doing. One positive aspect of Bank of America is they will work with people if they do fall behind on the mortgage. Overall, this is not the best bank to take a mortgage for you house from.",Bank of America Mortgages,wallethub.com,female,1,18,976,1,4
976,Kelsey,2013-01-18,5,"Let's see… I used Bank of America to pick up a loan awhile back. I actually really liked going through Bank of America for many reasons. They were extremely helpful in their services and there were no hidden charges and glitches to the loan. The banker was very clear and extremely helpful, not to mention personable and kind as well. My loan was easy to pay off and the interest was fairly low so it wasn't too bad in the wallet. I would use Bank of America again for another loan. They seem like an honest bank for the most part, which is difficult to find these days.",Bank of America Car Loans,wallethub.com,female,1,18,977,1,4
977,Josh Heckroth,2013-01-18,4,"I have been a Bank of America Customer since I was in high school. That is more than fifteen years ago. I have remained with them and been a loyal customer with both a personal checking account and a savings account. They have always been fair and honest in all their dealings. It is nice to have a bank where you know that you can count on and that they can deliver on their promises. They are the type of bank where you can set up an account at and then forget about any hassles or extra calls to complain about charges, fees or any other issues that may arise from other banks.",Bank of America Checking,wallethub.com,male,1,18,978,1,4
978,Heather Morris,2013-01-18,3,"The Susan G. Komen Visa card is average and suits my basic needs. The interest rate is not the best, but it is acceptable for a card that approves people with some credit blemishes. The cash back rewards feature is nice, as it rewards you for purchases you make on a daily basis anyway, such as gas and groceries. If you use your card a lot, the cash back rewards will add up fast. An added bonus is that Bank of America will donate a portion to the Susan G. Komen foundation. Overall I am happy enough with this card and have no complaints.",Bank of America Credit Cards,wallethub.com,female,1,18,979,1,4
979,Bridget,2013-01-18,3,"I have had a bank account with Bank of America for a little over a year. I do my depositing in the drive-thru ATM lane. Almost every time I make a deposit, it disperses some of my money back. It won't accept some of the bills that may be bent a little or have a tiny tear. Yet when you use their ATM to take money out they give you those bills! Otherwise, I have had no issues with this bank and actually enjoy banking here. I may just start depositing inside to save me the problem! I would recommend this bank to any of my family or friends!",Bank of America Checking,wallethub.com,female,1,18,980,1,4
980,bw_lp,2018-08-24,1,Beware!Bank of America says it is not fraud when someone hacks your card when the hacker is an employee or outside of a company. They say it is a billing problem & their policy states that. Had my card hacked by an employee or outside hacker for $637.00 & this is what they told me. Wouldn't collect it back for me.I also have a Chase visa that a company fraud me for $3000.00. They had it back to me same week.Funny how Chase Bank interprets fraud as fraud & Bank of America doesn't.,Bank of America Credit Cards,wallethub.com,,8,24,981,1,4
981,John Joseph Fall,2018-08-24,1,"Please don't do business with Bank of America in any way. STAY AWAY FROM BANK OF AMERICA they are gluttonous and dishonorable by policy. I went in to cash two small checks, presented my id and had the account holder of the checks ready by phone to verify the checks were good. And yet, Bank of America staff would not allow me to cash them. The front line people are only obeying the stupid, inconsiderate decisions of management. I desperately needed that money that day. Please don't do business with these people. Find a reputable bank that cares about people.",Bank of America Checking,wallethub.com,male,8,24,982,1,4
982,lucyyy87,2018-08-20,1,For anyone looking for a merchant account please stay away from Bank Of America Merchant is is a SCAM. They make it look so easy and it might seem fair price for your clover device but believe me they are ripping people off. They will sign you up for a long term contract and you won't be able to get out of it for a long long time. I closed my store last year and I called BOA Merchant customer service to close my account immediately after I shut down my business. They were unable to cancel my account unless I pay over $500 cancellation fee so now I'm stuck to monthly fees until next year. They should be more supportive of small business as we are the ones who work hard to make the magic happen ... but instead they will lure you in and if your business doesn't go according to your plan you will be stuck with long term fees. There are many other companies out there to chose from .... This is my experience and I would like to share with everyone. Please don't make the same mistake I did.,Bank of America Business Services,wallethub.com,,8,20,983,1,0
983,Tammy M Hislop-Burkhart,2018-08-15,1,If there was anyway to give negative stars I would I have been a customer for 9 years and this last week I got an alert that my passcode to my online banking had been changed so it startled me so I called and got the most rude incompetent and vulgar customer represenatives I have ever dealt with in my life I was told that BOA had just decided after 9 years of banking with them that they closed my account I continued to ask why but I got no answer and I asked how can we resolve the issue if I don’t know what the issue is her answer was we don’t have to tell you anything and she got very nasty and rude and I asked about my money and she told me to call on Thursday to see how and when they would release my funds and I called several more times trying to talk with someone who was not so rude but all 5 people I have spoken with are all rude unprofessional and all of them cussed me out and hung up on me so please anyone who is associated without or professional organization I have never felt so degraded and humiliated in my entire life or thinking about associating with this bank check out their reviews because they’re not a customer fri,Bank of America Checking,wallethub.com,female,8,15,984,1,2
984,Amirah Sairah,2018-08-12,1,Bank Of America Told Me My Info Was Secured And In Good HandsFor 4 Years I Had My Kids And My Accs With BOAIn July 2018 The Accs Got Compromised Do True Fraudulence ActivityBOA Got All Evidence In Camara Plus A Police Report Confirming WE HAD NOTHING TO DO WITH ITThey Still Had All Our Founds On HoldWe Had No Other Income All Our Bills Are DueMy Kids Has No School Clouthes Or Suplies School Start Today 08/13/18I Am Taken Legal ActionPolice Department Said They Keep Seeing More And More Cases Like Mines With BOAOnes Our Names Are Clear I Want Nothing To Do With Them I Won’t Recommend This Bank To No One They Are Criminals In White CollarsAtt: Mrs Amirah Sairah Right,,wallethub.com,female,8,12,985,1,6
985,Curtis Cunningham,2018-08-07,1,"They Regularly, Randomly, Block the Card Usage for No Reason! Embarrassing! I tried to use my BankAmericard VISA at a restaurant in MY neighborhood, at a restaurant where we REGULARLY eat. BankAmericard denied the charge and put a block on my card use. Two hours later BankAmericard sent me a text saying that BankAmericard denied that charge and placed a block on my card because the charge at the restaurant was an 'irregular spending pattern.' Again, this is a restaurant in my neighborhood near my house and I eat there regularly. This was embarrassing and irritating. This happened in front of my family and friends with whom we were dining. To make it worse I am friends with the owners, as are my in-laws, and my kids went to school with the owner's kids. Even though you know someone you always wonder what is going on with someone who has his credit card use denied... This is the third time that this has happened. I'm now in the process of obtaining a credit card that is more reliable and has a security/fraud team with IQ's above 10!",Bank of America Credit Cards,wallethub.com,male,8,7,986,1,1
986,bec_horton,2018-08-03,1,"The ""rewards"" system for this credit card is a JOKE. The limits to what flights you can book are so limited, it's not even worth the companion fare option or the miles. And trying to upgrade using points? GOOD LUCK WITH THAT. Not a single ticket in first class can be booked if you want to upgrade. And for one flight I was trying to upgrade on, not a single ticket was booked, and they still wouldn't let me upgrade. And any money in your Alaska wallet to use for future use can't be used either. They just take your money and then treat you like you're asking for the moon if you want to use your money for anything than what you originally booked. Spending almost six figures on their credit card gets you nowhere b/c you can't use your points due to all these restrictions. Don't even bother with these snakes.",Bank of America Credit Cards,wallethub.com,,8,3,987,1,4
987,mbarakat83,2018-07-31,1,"If there could be a negative star system, these guys would win my negative star ranking. The most horrible costumer service you can ask for. I was supposed to get a wire transfer and 8 days in still haven't received it. I called them to ask for the status and they tell me their policy states that they cant reveal that information to the costumer. They are holding on to my wire transfer god knows why. Its probably because I have a foreign/muslim name which ""raises suspicious"" right away to these racists. Absolute garbage system and racist. If you have a foreign name especially from the middle east, they will freeze your transfer to ""investigate"". Absolute horrible bank and horrible service.",,wallethub.com,,7,31,988,1,1
988,craitekya,2018-07-27,1,"I have had absolutely the worst experience and customers service with this credit card. I’ve had the card for 3 years and finally I’ve had enough. I called and canceled today. I had my card on auto pay and they canceled without ever notifying me. So when I see a mysterious late payment show on my credit report I was in complete shock. I have never, ever made a late payment to any card! When I call to figure out what happened the rep apologized and said he would get it resolved. He didn’t know why they didn’t notify me that auto pay had expired but you have to re enroll every year? First time I’ve ever heard of that but ok. He said he would submit a request to have it removed from my report. Someone would call me within the month to update me. I never received a call so I call back. Had to re-explain everything. This representative said that they were missing information on the request and filed it out with me again for a courtesy adjustment on my credit report. Was told someone would reach out to me again within the next two weeks with resolution. Again never received a call. Called back in today and had to wait on hold all over. Re-explain everything all over again. The representative had no idea what I was talking about. Customer service was absolutely poor. She told me I had to dispute with credit bureaus not them and they don’t do adjustments or something along those lines. I wasn’t disputing. I was looking to a courtesy adjustment because I was never notified and she just didnt seem to care. Canceled my card immediately after. Will never do business with BOA. I canceled a previous account with them before as well because of customer service. Stay far away!!!!!!",Bank of America Credit Cards,wallethub.com,,7,27,989,1,4
989,xanadufl,2018-07-26,2,"This card IS A COMPLETE RIPOFF! IF you are able to find a 2500 award miles trip, THE FEE IS JACKED UP well over the normal flights!!! In addition, Paying $59 annual fee for the card and $69 fee for the 9 dollar fare club completes the ripoff!",Bank of America Credit Cards,wallethub.com,,7,26,990,1,3
990,CJ,2014-02-24,4,"I have had a Bank of America checking account since 1986. Boy has this bank come a long way into the internet age! There are so many things that I can do online like pay my bills and send money to other (different) bank accounts. I like that I can transfer funds to other investment institutions. Recently I signed up for mobile banking using my Iphone. The service has saved me numerous trips to the bank to deposit checks. The only problem with a big bank like this is customer service. If I have an issue with a bank it really stresses me out. I HATE having to go through all the telephone prompts just to be able to speak with someone. I usually try to resolve issues online, so when I need to actually talk with someone it sucks to have to push all those buttons on my phone.",Bank of America Checking,wallethub.com,male,2,24,991,1,0
991,Kelly,2014-02-24,4,"My Bank of America Savings account is awesome. My interest rate is not as high as I want, but for a large bank, it's not too shabby. I really enjoy the fact that I'm able to link it into every other Bank of America service I have (I also have a checking account and a Cash Back credit Card). It's so easy to transfer money in between the three using their online service. The ease of use and accessibility is totally worth the mediocre interest rate. It's nice to have a small pot of money accessible in this account and keep the bigger chunk of money in my credit union.",Bank of America Savings & CDs,wallethub.com,female,2,24,992,1,0
992,Derek Johnson,2014-02-24,5,"I am very very picky when it comes to choosing a bank. Why?... Because we all prefer to choose a bank and stick with it... The hassles of switching banks are such a pain... Anyways, i love my checking account with Bank Of America because they treat you like a real person and simplify everything for you. They are also pretty lenient with fees... For example, i had signed up for a certain account and i was required to have a certain amount in there every month or they would charge me a fee... I didn't know this (or i forgot) and i got fined... I simply walked in, and told them about my situation. They were very understanding and returned my money. Also they have ATM's and banks all over America. It's nice to have access to your bank when you need it.",Bank of America Checking,wallethub.com,male,2,24,993,1,0
993,Kelly,2014-02-24,3,"Bank of America Online checking is what I use. It's Bank of america's only no-monthly-fee option - but the downside is that you can't talk to a teller in the brick and mortar store. I have to do all my banking through the app or the ATM. That works for me, but probably wouldn't be ideal for everyone. When I do have questions or see an unexpected charge, the phone customer service has been lovely, and will often refund various fees that were not completely disclosed. Specifically, I was offered the opportunity online to link this checking account with my savings - so I wouldn't pay the overdraft fee of $35 + percentage. What was not clear, is that there's a $10 fee for the service. It's better than the original fee, but still it should have been much clearer.",Bank of America Checking,wallethub.com,female,2,24,994,1,0
994,Sam,2014-02-24,2,"My Bank of America savings account was linked to my checking account, and I had both accounts for some time when they began charging me a fee to have these accounts. Even though I don't use them very often since I have another primary account with a different bank, they insisted these were maintenance fees to upkeep the account. When I spoke to customer service, they seemed uninterested in my issue, and when I told them I'd like to just close the account, including my open credit card, they became rude. Needless to say, I'm glad I moved on.",Bank of America Savings & CDs,wallethub.com,male,2,24,995,1,0
995,CJ,2014-02-24,2,"One would think that in these times large banks would promote people saving. Bank of America regular savings has such a piddling little interest rate that it is hardly worth keeping money in an account at their bank. We know that they charge 13% to even good credit card holders. They should crank up the rate enough so that people will actually put aside money. It is getting very difficult to find an account for small savers. This is sure not the place to look. Yes, it is easy to transfer money in and out to other accounts if you have one but this bank offers no incentive to new customers who may not have much to save.",Bank of America Savings & CDs,wallethub.com,male,2,24,996,1,0
996,Mark,2014-02-21,5,"I've had a checking account with BofA for a while now. While everything is very formal and big business cold I can't say I've had any complaints. I've had a couple identity theft problems and both times things were handled extremely quickly and very much to my satisfaction. Overall I've found them a pleasure to have as my main account, their online banking options are definitely the best I've experienced.",Bank of America Checking,wallethub.com,male,2,21,997,1,4
997,Aimee D'Avignon,2014-02-21,4,"I have had this card for about three months - I love it! I earn 1% cash back on all of my purchases, 2% cash back on groceries, and 3% cash back on fuel purchases! On top of that, after I spent $500 during the first 3 months, I was given a $100 bonus! Plus it is at 0% interest for the first year and there is no annual fee. Of the credit cards I have had this is overall my favorite, with the best rewards! I highly recommend it!",Bank of America Credit Cards,wallethub.com,female,2,21,998,1,4
998,Tory Houle,2014-02-21,4,"I like the fact that there is no annual fee and an intro rate on transfers. I think that if someone wisely used the card, it could help them regain standing with their financial situation. The only downside I see is that the interest rates have the potential to get very high very quickly.",Bank of America Credit Cards,wallethub.com,male,2,21,999,1,4
999,chris lee,2014-02-18,3,I've been with Bank of America since high school (over 10 years). I'm a fan of their checking because there are BofA ATM machines everywhere and they cause me little headaches. However I'm not too big of a fan of my savings account. Very little interest rate with an annoying maintenance fee. I do deposit a little bit of money monthly into the savings but I usually invest my money elsewhere. One positive is that transferring money from savings is simple and easy. I'd recommend the checking account but savings.,Bank of America Savings & CDs,wallethub.com,male,2,18,1000,1,1
1000,Kenneth Weston,2020-08-08,3,"Average fit such a high rated card, they are strict about who they issue to but stingy with offers that with, their offers are always ridiculous fit the average consumer",Bank of America Credit Cards,wallethub.com,male,8,8,1001,1,5
1001,smn bina,2020-08-08,1,Worst bank ever. They have the worst customer service ever. God forbids if you need a help and want to get a hold of a representative or even set an appointment for yourself. It is IMPOSSIBLE and after hours they will not be able to help you. It has happened to me so many time and years after years they're getting worse. I'm gonna go with another bank.,Bank of America Checking,wallethub.com,male,8,8,1002,1,5
1002,Candace Baker,2020-08-07,5,"I've had the Bank of America Cash Rewards Credit Card for a little over 2 years, and so far it's been able to meet all of my needs. The bonus categories are broad enough that it's really easy to find one that you spend a lot of money on, and the customer service that BOA offers in general has been really helpful.",Bank of America Credit Cards,wallethub.com,female,8,7,1003,1,4
1003,John,2020-08-07,5,Decent card Alaska Airlines rewards. I have 4 Bank of America cards but this one is the one I choose to use the most. Overal satisfied,Bank of America Credit Cards,wallethub.com,male,8,7,1004,1,4
1004,gqcauto,2020-08-06,1,"I have had a business account for 14 years with bank of America and I am a platinum member, i did not have many issues till the last 2 years, in the last 2 years almost any large check deposit that i do will get a 12 hold on it, all of them are cashiers check issued by other banks, credit unions or finance companies, i would call them and they always give me the same BS excuse ""we had a returned check recently from company x who issued this check so we have to put a hold on it for 12 days"" always same BS excuse regarding who the issuing bank is. there is no way that now a day with today's technology it takes 12 days to verify a check from a local bank and on top of that to give the same excuse regardless of the issuing bank, i will be switching my business banking at the end of the year, and recommend for any business owner to avoid dealing with them",Bank of America Business Services,wallethub.com,,8,6,1005,1,3
1005,Kenneth,2020-08-06,3,They were unwilling to convert the secured card With an unsecured card. Which is why I chose to close the card at that time period.,Bank of America Credit Cards,wallethub.com,male,8,6,1006,1,3
1006,Donna,2020-08-05,5,I did a transfer from another card to the Bank of America card and working to pay it off. I have not charged anything new since the transfer.,Bank of America Credit Cards,wallethub.com,female,8,5,1007,1,2
1007,Sarah,2020-08-05,4,"The Rewards and cash back programs are hard to navigate and interest rate is very high. Also, very difficult to receive credit limit increase",Bank of America Credit Cards,wallethub.com,female,8,5,1008,1,2
1008,lesagegp,2020-08-05,1,"3100 Crow Canyon Place San Ramon CA 94583 NEVER ANSWERS THE PHONE. I tried several times. The system says everyone is busy and ends the call. I only wanted to verify that I could use a notary public before I drive there. No luck at all. Could very well be a waste of time.That is not good customer service. Can't answer the phone ever? Try harder.Update: I drove all the way there and waited in the lobby. The security guard asked if I had an appointment. I said I could not do anything because nobody answered the phone at all. After waiting a guy told me that B of A is not doing notary service for anything but Bank of America business ""right now."" It was in fact a wasted trip and I had to go elsewhere to pay for a notary.",Bank of America Business Services,wallethub.com,,8,5,1009,1,2
1009,Kaytrina,2020-08-04,5,A wonderful company doing business with but when I went over to see you they just dropped me I notified them as soon as I got back but they would not open my account back up I was very disappointed,Bank of America Credit Cards,wallethub.com,male,8,4,1010,1,1
1010,anniejay williams,2019-03-03,1,"Absolutely the worst experience I've ever had with a credit card. After using the card a number of times, it was actually DECLINED at my favorite grocery store - TWICE! This has never ever happened to me. I called and closed my account. They never even gave me the points I had earned. Yes, I have excellent ratings. I always pay my bills on time. The best card I've found so far is the Capital One Quicksilver card. The Chase Freedom cards are excellent also.",Bank of America Credit Cards,wallethub.com,,3,3,1011,1,6
1011,Erika Niiyama,2019-02-28,1,"@Bankofamerica will not proctect you money instead they willing to rob you !! Get your money out ASAP warning to you they did to me they will,get your money and even you the cortesy to let you know what going on Get out of @bankofamerica",Bank of America Savings & CDs,wallethub.com,female,2,28,1012,1,3
1012,Erika Niiyama,2019-02-28,1,"Please,ppl dont put tou money [email protected] they will take you money and rob you please get it out a soon you can some of my irs money was take 2514 money the i need it for my kid to start day,care im a single mom no working and they took the money so i can put my kid school so i can,work but they decide to take it without letting me know it suck now i cant even pay my rent this month it suck get it out",Bank of America Checking,wallethub.com,female,2,28,1013,1,3
1013,cedrickiaroberson,2019-02-26,1,I just opened an account a week ago and I am already having a horrible experience. I deposited a check through the mobile app and they put a hold on it for 10 days. I have never had to deal with this. They told me multiple lies and told me there is no way to cancel the deposit. I made the deposit on Friday and was told as long as I did so before 9pm it would be available the following day. I was first told it would be available on Saturday. On Saturday they said Monday at 9am. I called on Monday and was first told Tuesday then they said the system was unable to read the check so I would need to go into a branch. I get to the branch and they tell me to call customer service and have them cancel the check so that they can just cash it. I called and customer service tells me that I have to wait until Friday which makes a week.,Bank of America Checking,wallethub.com,,2,26,1014,1,1
1014,henrytran_usa,2019-02-12,1,"I recently applied for a home equity line of credit from BOA.I did provide them all kind of documents,info...etc.After over a month bank called me and said""after very careful reviewed my application bank agreed a $xx.xxx,xx line of credit"".Few days after that another person from BOA called me and said""decline"" because something about my rental properties,but everything was clearly in my tax return i provided them.Also been told that they will send me a letter to explain but i never get it.I have my houe paid off with BOA,my credit score close to 800.I had never make any late payment in my life.I do same work for over 16 years.?????? BAD",Bank of America Home Equity,wallethub.com,,2,12,1015,1,1
1015,Lonnie Howell,2019-02-10,4,"I like the credit card. The only thing is that once you receive them before the cruise, once you get on board the staff cannot answer your questions correctly about what they can be used for. We had to ask 4 times at the excursions desk before we finally told we could use them there. All the other staff members said NO. Same with the casino. We finally had to try them to find out that they do work on the slot machines. They worked and every staff member said NO.",Bank of America Credit Cards,wallethub.com,male,2,10,1016,1,6
1016,bonniesanders64,2019-02-03,1,"They have a way of redoing my transactions to get more overdraft fees out of me. When I check my balance, online, all of the transactions change, in order, which causes multiple overdraft fees. Thieves!",Bank of America Checking,wallethub.com,,2,3,1017,1,6
1017,brandon6michael,2019-01-26,1,"I opened up just an savings account. It was only open 2 days. They shut my account down for no reason. Saying it was a business decision not to do business with me. They refused to explain why. The lady said she doesn't have to explain anything to me. I never dealt with this bank before. As a citizen I felt horrible, because I was denied the right to have an account with the bank. However, if you are an illegal immigrant and you have a passport you can have an account. Now my wife who opened up her account the same day is really considering closing her account as well.",Bank of America Savings & CDs,wallethub.com,,1,26,1018,1,5
1018,Bryan Kenneth,2019-01-24,1,"what a piece of garbage bank! This is the second time they have changed the rules of my accounts and added mysterious fees draining all my money. TWICE i have set up a basic fee-free account to save my money in, and TWICE fees started after a couple years...chiseling away at the balance. I NEVER received any notification about this by email or letter. They are sneaky shady snakes in the grass that will improve their bottom line from your hard earned money.",Bank of America Checking,wallethub.com,male,1,24,1019,1,3
1019,samsosa759,2019-01-10,1,Man usually i think this bank is good or i use ro think that because now its frustrating its been over a month and i still havent recieved my original card after reporting and requesting a new one all they tell me is its on its way and wen i look up the tracking number it doesnt exist i do not recomend this bank...,Bank of America Credit Cards,wallethub.com,,1,10,1020,1,3
1020,Brian Clark Ignacio,2014-09-10,4,"I recently applied for a BOA core checking account. Applying for an account was fast and easy. I received my checking account number within a week, and a few days to joint my amazon payments account with this. Customer service was friendly and helpful. I haven't received my ATM card since applying, and I called to find out that Bank Of America somehow never ordered me an ATM, so by asking me all these questions, which some were private, manage to confirm some extra informations they needed in order for them to order me one. Despite this account having a fairly huge monthly fee, it shouldn't be a problem as long as I have money coming in regularly. So far so good with this company.",Bank of America Checking,wallethub.com,male,9,10,1021,1,2
1021,TaQuanyia,2014-09-10,3,"Well originally I had the campus edge checking which they automatically switched to this one. It is 12 dollars a month if you don't have a balance of 1,000 dollars or a direct deposit. I was fine with that because I wasn't getting a monthly fee when I was working, now that I am not 12 is a bit much for a checking account especially when other banks and credit unions have completely free accounts. BOA has been my bank since I opened a checking account, their customer service is great for the most part except when I had someone from India trying to help me. I do think BOA is trying to make it whereas people who don't have a lot of money find another bank. However, I do like all the ways you can interact with the bank without actually having to go to the bank. I like to get my receipts e-mailed to me to save paper and load it into an excel sheets to keep track of it.",Bank of America Checking,wallethub.com,,9,10,1022,1,2
1022,Indira White,2014-09-10,5,"We just signed up for this credit card to take advantage of their low 3% balance transfer and no interest on transfers for a year. In addition to the $100 bonus for spending $500 in the first 90 days. I also love the 1, 2, and 3% rewards all the time and the no interest of the first year. I look forward to using BankAmericard for most of all of my future purchases and redeeming rewards at the end of the year for Christmas gifts! Its definitely a card I would recommend to my friends and family!",Bank of America Credit Cards,wallethub.com,female,9,10,1023,1,2
1023,Alia Bierwag,2014-09-09,5,"The AAA Member Rewards Credit Card seems like a good credit card. I normally dislike point based rewards, because I have a Capital One credit card and reward points are definitely not worth it. But getting extra points on groceries and gas is an appealing offer. This card also seems unique in that you can get exclusive AAA rewards such as travel and car repairs. Having money or credit that you can use for car repairs is always a good thing, because you never know when you might need it! If it was a card I used often, and was able to redeem the AAA vouchers, it would feel like a nice safety net in case of emergencies.",Bank of America Credit Cards,wallethub.com,female,9,9,1024,1,1
1024,Alia Bierwag,2014-09-09,5,"I wish the credit cards I have had the perks of this one. Right now I have a Capital One card and I only get Reward Points, which aren't useful for anything. The $100 bonus cash and cash back on purchases (especially the groceries one) on the BankAmericard seem very rewarding. The interest rate after 1 year seems fair and similar to most credit cards. Overdraft protection is always a good thing as well. If I'm ever in the market for another credit card, I will definitely consider this one. My only downside is I don't have a Bank of America bank account to receive the cash back, but using it as a statement credit would be useful as well.",Bank of America Credit Cards,wallethub.com,female,9,9,1025,1,1
1025,Melissa Goodnight,2014-09-08,4,"We have been with BOA for over ten years. We started out with student accounts when we were in college and we our now enrolled in the MyAccess Checking. The number one thing that I LOVE about BOA is the mobile banking. We don't deal with a lot of checks anymore, as we have money directly deposited, but we occasionally get them and we don't even have to go to a bank. Not that there isn't a bank anywhere we go! We live in Charlotte, NC and there are BOA's everywhere, but we don't even have the hassle of driving up to the teller anymore. We just scan the deposits from our iPhone and the money is deposited. Way to go BOA, you have always been upfront with the technology. The only reason I gave 4-Stars is because sometimes when I have had to call the customer service number I have got a few different responses or felt like the people I talked to couldn't always answer my questions. But that is few and far between!",Bank of America Checking,wallethub.com,female,9,8,1026,1,0
1026,Daniel,2014-09-08,2,"Bank of America to me has always been kind of a stuck up bank. They charge high fees and high overdraft fees. They are able to do this because they are one of the top banks in the game. I left this bank years ago because they seem to make up policies as they go, i have never been able to resolve a issue with them in a way i saw as fair to me. The only plus is that they have locations everywhere but i rather pay the ATM fee of using another bank than bank with these guys again.",,wallethub.com,male,9,8,1027,1,0
1027,Daniel,2014-09-08,2,"The fees on The Bank of America MyAccess checking account are pretty high, with a high threshold to avoid the $12 monthly fee. I had this account a few years ago and did not keep it long. The overdraft charges are piled on and i once received 3 overdrafts for a charge that was broken up into separate payments by them. The only positive is they have locations everywhere near me but the fees got to be too much.",Bank of America Checking,wallethub.com,male,9,8,1028,1,0
1028,Jill G,2014-09-08,2,"I used this checking account only for a short time because I found that the monthly fee was extremely high, and the minimum balance requirement to avoid the monthly fee was too high for me as well. I was just out of college at the time and working at a low paying job. Although I like the Bank of America credit card that I used several years later very much, the checking account was just not the right match for me at the time. I should have taken more time to find a suitable checking account, and I believe the representative who assisted me did not have my best interests at heart as well. Years later when I had a better job this might have been a suitable card for me.",Bank of America Checking,wallethub.com,female,9,8,1029,1,0
1029,McKenzie Thompson,2014-09-04,5,"This has been a good card for me, although the customer service which comes with it has by far been what sets it apart from my other cards/experiences. It takes awhile to rack up enough points for rewards to kick in, but travel rewards are only one vein of rewards available with this card, so I can't complain.",Bank of America Credit Cards,wallethub.com,female,9,4,1030,1,3
1030,slurpgoose,2020-01-19,2,"I have been a BOFA user for 4 years and over time my experience with this bank has gradually declined. Recently my card has stopped working with no phone calls, texts, notifications through their mobile app or emails (yes I have money in my account). I used to receive notifications if a transaction is marked as potential fraud, now it does not seem to be the case. Their whole user experience flow of their mobile app is entirely broken. every click takes 5 seconds to load. Unable to use the application to setup apple pay. I takes multiple attempts through phone to talk to a representative due to voice recognition software that tries to hang up on you as fast as possible. Asking you to interact with their mobile app to confirm your identity and then continuing to ask you for sensitive data to confirm who you are.",Bank of America Checking,wallethub.com,,1,19,1031,1,6
1031,Bruce,2020-01-19,5,Good card for travel. You can het higher reward points if you move some of your assets to Bank of America or Merrill. No foreign transaction fees.,Bank of America Credit Cards,wallethub.com,male,1,19,1032,1,6
1032,Jillian Chavez,2020-01-18,1,"Bank of America sucks! I opened an account online, I was never informed my drivers license needed to be put on file. I was able to deposit around $2,000-$3,000 in the course of a month and use my card just fine! One day my ATM pin was not working so I went into the branch and gave my license and account information. The banker looked up my account, changed my pin, and everything was good to go. Never mentioned he needed to upload my drivers license. The following week I went to the drive up ATM, deposited $2,480. Drove back to work, signed into my account online and Zelle'd my landlord $1,000. About 20 minutes later I went to sign back into my account to finish my online bill pay and I was give a message to call 1-800 regarding my account. I call and I get transferred to Risk Closure, they inform me that my account was closed due to not uploading my drivers license to my account. I start panicking, so I call the Banker who helped me the week prior, he was not able to help. Every person I spoke with was rude and didn't care that they just took a single mothers entire pay check. They informed me that they would cut me a cashiers check and mail it to me, that was January 3rd and it is now January 18th and I still don't have my money. I am a finance manager at a big car dealership, I send Bank of America a million dollars plus of business every month! I will not be sending any client or submitting any deals to Bank of America ever again! You have just lost alot of business! FUCK BANK OF AMERICA!",Bank of America Checking,wallethub.com,female,1,18,1033,1,5
1033,Frank Reviewer,2020-01-18,1,Bank of America service is horrible. Stay away from Spirit Card. I fell for their Statement credit promotion after spending $500 over 3-months. Now BofA says they have no knowledge of that and it is Spirit Airlines responsibility! BofA website is confusing. Their own customer service support acknowledges that - I am on phone with them for 2 hours! Stay away from this BofA mis-information and poor customer service. I agree United Card and mileage program is a pleasure to use.,Bank of America Credit Cards,wallethub.com,male,1,18,1034,1,5
1034,fallcolors_5,2020-01-18,1,"I had been to Bank of America at location 740 E Calaveras Blvd, Milpitas, CA 95035 . I had a debit card and needed cash back.After waiting for approx 30 min, the teller said that she can help me. She saw my card and said she could only give me $10k as I dont have an account in the bank. I agreed. Then the branch manager "" Thomas Hyunh"" stepped in to say that he will allow only $2500, as I dont have an account. I mentioned the teller's number and said, she agreed to $10k. Now Thomas started yelling that he can only give $2500, and threatening to cancel transaction.. and everyone in line could hear him yelling. He tried to humiliate me in front of other people, and yelled at me.. when I asked him, why he was yelling.. and asked to see his manager, he said I cant . I told him, I will be reporting him.He said, go ahead. I left the branch without any cash.. and went to wellsfargo who handled my card well.There is a reason, people are giving bad reviews to BoA and dont want account opened in this branch.",Bank of America Business Services,wallethub.com,,1,18,1035,1,5
1035,rachnamanvi,2020-01-18,1,Worst customer service. They do not know when their departments are open or close. I called they on Saturday to dispute the transaction they took my one and half hours to tell me that they can't do dispute on Saturday. All representatives were rude except last one.,Bank of America Credit Cards,wallethub.com,,1,18,1036,1,5
